exam_category,exam_type,quiz_id,en_quiz_title,most_vote,correct,en_A,en_B,en_C,en_D,en_E,en_F,en_G,en_H,en_I,ko_quiz_title,ko_A,ko_B,ko_C,ko_D,ko_E,subject,choice_count
examtopics,CLF-01,48,Which AWS services are managed database services? (Choose two.),CE,CE,Amazon Elastic Block Store (Amazon EBS),Amazon S3,Amazon RDS,Amazon Elastic File System (Amazon EFS),Amazon DynamoDB,,,,,관리되는 데이터베이스 서비스는 어떤 AWS 서비스입니까? (2 개 선택.),Amazon Elastic Block Store (Amazon EBS),아마존 SAA,Amazon RDS,Amazon Elastic File System (Amazon EFS),Amazon DynamoDB,0,5
examtopics,CLF-01,49,A company is using the AWS Free Tier for several AWS services for an application.What will happen if the Free Tier usage period expires or if the application use exceeds the Free Tier usage limits?,A,A,The company will be charged the standard pay-as-you-go service rates for the usage that exceeds the Free Tier usage.,AWS Support will contact the company to set up standard service charges.,"The company will be charged for the services it consumed during the Free Tier period, plus additional charges for service consumption after the Free Tier period.",The company's AWS account will be frozen and can be restarted after a payment plan is established.,,,,,,회사는 애플리케이션에 여러 AWS 서비스에 AWS 무료 계층을 사용하고 있습니다. 무료 계층 사용 기간이 만료되거나 응용 프로그램 사용이 자유 계층 사용 제한을 초과하면 어떻게됩니까?,회사는 무료 계층 사용을 초과하는 사용에 대한 표준 지불 서비스 요금이 청구됩니다.,AWS 지원은 회사에 연락하여 표준 서비스 요금을 설정합니다.,이 회사는 무료 계층 기간 동안 소비 한 서비스와 무료 계층 기간 후에 서비스 소비에 대한 추가 요금이 부과됩니다.,회사의 AWS 계정은 동결되며 지불 계획이 설정된 후에는 다시 시작할 수 있습니다.,,0,4
examtopics,CLF-01,50,A company recently deployed an Amazon RDS instance in its VPC. The company needs to implement a stateful firewall to limit traffic to the private corporate network.Which AWS service or feature should the company use to limit network traffic directly to its RDS instance?,B,C,Network ACLs,Security groups,AWS WAF,Amazon GuardDuty,,,,,,한 회사는 최근 VPC에 Amazon RDS 인스턴스를 배치했습니다. 회사는 민간 기업 네트워크로의 트래픽을 제한하기 위해 주립 방화벽을 구현해야합니다. 회사가 네트워크 트래픽을 RDS 인스턴스로 직접 제한하는 데 어떤 AWS 서비스 또는 기능을 사용해야합니까?,네트워크 ACL,Security groups,AWS WAF,Amazon GuardDuty,,0,4
examtopics,CLF-01,51,"Which AWS service uses machine learning to help discover, monitor, and protect sensitive data that is stored in Amazon S3 buckets?",B,B,AWS Shield,Amazon Macie,AWS Network Firewall,Amazon Cognito,,,,,,"기계 학습을 사용하여 Amazon S3 버킷에 저장된 민감한 데이터를 발견, 모니터링 및 보호하는 데 어떤 AWS 서비스가 사용됩니까?",AWS Shield,당신이 가진 아마존,AWS 네트워크 방화벽,Amazon Cognito,,0,4
examtopics,CLF-01,52,A company wants to improve the overall availability and performance of its applications that are hosted on AWS.Which AWS service should the company use?,C,C,Amazon Connect,Amazon Lightsail,AWS Global Accelerator,AWS Storage Gateway,,,,,,회사는 AWS에서 호스팅되는 응용 프로그램의 전반적인 가용성과 성능을 향상 시키려고합니다. 회사는 어떤 회사가 사용해야합니까?,아마존 연결,Amazon Lightsail,AWS 글로벌 가속기,AWS 스토리지 게이트웨이,,1,4
examtopics,CLF-01,53,Which AWS service or feature identifies whether an Amazon S3 bucket or an IAM role has been shared with an external entity?,C,C,AWS Service Catalog,AWS Systems Manager,AWS IAM Access Analyzer,AWS Organizations,,,,,,Amazon S3 버킷 또는 IAM 역할이 외부 엔티티와 공유되었는지 여부를 식별하는 AWS 서비스 또는 기능은 무엇입니까?,AWS 서비스 카탈로그,AWS 시스템 관리자,AWS IAM 액세스 분석기,AWS Organizations,,0,4
examtopics,CLF-01,54,"A company does not want to rely on elaborate forecasting to determine its usage of compute resources. Instead, the company wants to pay only for the resources that it uses. The company also needs the ability to increase or decrease its resource usage to meet business requirements.Which pillar of the AWS Well-Architected Framework aligns with these requirements?",D,D,Operational excellence,Security,Reliability,Cost optimization,,,,,,"회사는 컴퓨팅 리소스 사용을 결정하기 위해 정교한 예측에 의존하고 싶지 않습니다. 대신, 회사는 사용하는 자원에 대해서만 지불하기를 원합니다. 회사는 또한 비즈니스 요구 사항을 충족시키기 위해 자원 사용량을 늘리거나 줄이는 능력이 필요합니다. AWS가 잘 알려진 프레임 워크의 기둥은 이러한 요구 사항과 일치합니까?",운영 효율성,보안,신뢰할 수 있음,비용 최적화,,0,4
examtopics,CLF-01,55,A company wants to launch its workload on AWS and requires the system to automatically recover from failure.Which pillar of the AWS Well-Architected Framework includes this requirement?,D,D,Cost optimization,Operational excellence,Performance efficiency,Reliability,,,,,,회사는 AWS에서 워크로드를 시작하려고 시스템이 자동으로 실패로부터 복구해야합니다. AWS가 잘 알려진 프레임 워크의 기둥에는이 요구 사항이 포함되어 있습니까?,비용 최적화,운영 효율성,성능 효율성,신뢰할 수 있음,,1,4
examtopics,CLF-01,56,A large enterprise with multiple VPCs in several AWS Regions around the world needs to connect and centrally manage network connectivity between its VPCs.Which AWS service or feature meets these requirements?,B,B,AWS Direct Connect,AWS Transit Gateway,AWS Site-to-Site VPN,VPC endpoints,,,,,,전 세계 여러 AWS 지역에서 여러 VPC를 보유한 대기업은 VPC 간의 네트워크 연결을 연결하고 중앙에서 관리해야합니다. AWS 서비스 또는 기능이 이러한 요구 사항을 충족합니까?,AWS Direct Connect,AWS Transit Gateway,AWS 사이트 간 VPN,VPC 엔드 포인트,,0,4
examtopics,CLF-01,57,Which AWS service supports the creation of visual reports from AWS Cost and Usage Report data?,B,A,Amazon Athena,Amazon QuickSight,Amazon CloudWatch,AWS Organizations,,,,,,AWS 비용 및 사용 보고서 데이터에서 시각적 보고서 작성을 지원하는 AWS 서비스는 무엇입니까?,Amazon Athena,Amazon QuickSight,Amazon CloudWatch,AWS Organizations,,0,4
examtopics,CLF-01,58,Which AWS service should be used to monitor Amazon EC2 instances for CPU and network utilization?,C,C,Amazon Inspector,AWS CloudTrail,Amazon CloudWatch,AWS Config,,,,,,CPU 및 네트워크 활용을위한 Amazon EC2 인스턴스를 모니터링하기 위해 어떤 AWS 서비스를 사용해야합니까?,Amazon Inspector,AWS CloudTrail,Amazon CloudWatch,AWS Config,,0,4
examtopics,CLF-01,59,"A company is preparing to launch a new web store that is expected to receive high traffic for an upcoming event. The web store runs only on AWS, and the company has an AWS Enterprise Support plan.Which AWS resource will provide guidance about how the company should scale its architecture and operational support during the event?",C,B,AWS Abuse team,The designated AWS technical account manager (TAM),AWS infrastructure event management,AWS Professional Services,,,,,,회사는 다가오는 이벤트를 위해 높은 트래픽을받을 것으로 예상되는 새로운 웹 스토어를 출시 할 준비를하고 있습니다. 웹 스토어는 AWS에서만 운영되며 회사는 AWS Enterprise 지원 계획을 가지고 있습니다. AWS 리소스는 이벤트 기간 동안 회사가 아키텍처 및 운영 지원을 어떻게 확장 해야하는지에 대한 지침을 제공 할 것입니까?,AWS 학대 팀,지정된 AWS 기술 계정 관리자 (TAM),AWS 인프라 이벤트 관리,AWS 전문 서비스,,0,4
examtopics,CLF-01,60,A user wants to deploy a service to the AWS Cloud by using infrastructure-as-code (IaC) principles.Which AWS service can be used to meet this requirement?,B,B,AWS Systems Manager,AWS CloudFormation,AWS CodeCommit,AWS Config,,,,,,사용자는 IAC (Infrastructure-as-Code) 원칙을 사용하여 AWS 클라우드에 서비스를 배포하려고합니다.이 요구 사항을 충족하는 데 AWS 서비스가 사용될 수 있습니까?,AWS 시스템 관리자,AWS CloudFormation,AWS CodeCommit,AWS Config,,0,4
examtopics,CLF-01,61,"A company that has multiple business units wants to centrally manage and govern its AWS Cloud environments. The company wants to automate the creation ofAWS accounts, apply service control policies (SCPs), and simplify billing processes.Which AWS service or tool should the company use to meet these requirements?",A,A,AWS Organizations,Cost Explorer,AWS Budgets,AWS Trusted Advisor,,,,,,"여러 비즈니스 부서가있는 회사는 AWS 클라우드 환경을 중앙에서 관리하고 관리하려고합니다. 회사는 생성 OFAWS 계정을 자동화하고, SCP (Service Control Policies)를 적용하며 청구 프로세스를 단순화하려고합니다. 회사가 이러한 요구 사항을 충족시키는 데 사용해야합니까?",AWS Organizations,Cost Explorer,AWS Budgets,AWS Trusted Advisor,,0,4
examtopics,CLF-01,62,"Which IT controls do AWS and the customer share, according to the AWS shared responsibility model? (Choose two.)",BC,BC,Physical and environmental controls,Patch management,Cloud awareness and training,Zone security,Application data encryption,,,,,AWS 공유 책임 모델에 따르면 AWS와 고객 공유는 무엇입니까? (2 개 선택.),"물리적, 환경 적 통제",패치 관리,클라우드 인식 및 교육,영역 보안,응용 프로그램 데이터 암호화,0,5
examtopics,CLF-01,63,A company is launching an application in the AWS Cloud. The application will use Amazon S3 storage. A large team of researchers will have shared access to the data. The company must be able to recover data that is accidentally overwritten or deleted.Which S3 feature should the company turn on to meet this requirement?,B,B,Server access logging,S3 Versioning,S3 Lifecycle rules,Encryption in transit and at rest,,,,,,회사는 AWS 클라우드에서 응용 프로그램을 시작하고 있습니다. 응용 프로그램은 Amazon S3 스토리지를 사용합니다. 많은 연구원 팀이 데이터에 대한 액세스를 공유 할 것입니다. 회사는 실수로 덮어 쓰거나 삭제 된 데이터를 복구 할 수 있어야합니다. 회사 가이 요구 사항을 충족시키기 위해 어떤 S3 기능을 켜야합니까?,서버 액세스 로깅,S3 Versio,S3 수명주기 규칙,운송 및 휴식 중 암호화,,0,4
examtopics,CLF-01,64,A manufacturing company has a critical application that runs at a remote site that has a slow internet connection. The company wants to migrate the workload toAWS. The application is sensitive to latency and interruptions in connectivity. The company wants a solution that can host this application with minimum latency.Which AWS service or feature should the company use to meet these requirements?,BD,B,Availability Zones,AWS Local Zones,AWS Wavelength,AWS Outposts,,,,,,제조 회사에는 인터넷 연결이 느린 원격 사이트에서 실행되는 중요한 응용 프로그램이 있습니다. 회사는 워크로드 툴을 마이그레이션하기를 원합니다. 응용 프로그램은 대기 시간과 연결 중단에 민감합니다. 회사는 최소한의 대기 시간 으로이 애플리케이션을 호스팅 할 수있는 솔루션을 원합니다. 회사가 이러한 요구 사항을 충족하기 위해 어떤 AWS 서비스 또는 기능을 사용해야합니까?,Availability Zones,AWS Local Zones,AWS Wavelength,AWS 전초 기지,,0,4
examtopics,CLF-01,65,A company wants to migrate its applications from its on-premises data center to a VPC in the AWS Cloud. These applications will need to access on-premises resources.Which actions will meet these requirements? (Choose two.),BD,AD,Use AWS Service Catalog to identify a list of on-premises resources that can be migrated.,Create a VPN connection between an on-premises device and a virtual private gateway in the VPC.,Use an Amazon CloudFront distribution and configure it to accelerate content delivery close to the on-premises resources.,Set up an AWS Direct Connect connection between the on-premises data center and AWS.,Use Amazon CloudFront to restrict access to static web content provided through the on-premises web servers.,,,,,회사는 AWS 클라우드의 온-프레미스 데이터 센터에서 VPC로 응용 프로그램을 마이그레이션하려고합니다. 이러한 응용 프로그램은 온 프레미스 리소스에 액세스해야합니다. 어떤 조치가 이러한 요구 사항을 충족합니까? (2 개 선택.),AWS 서비스 카탈로그를 사용하여 마이그레이션 할 수있는 온 프레미스 리소스 목록을 식별하십시오.,온 프레미스 장치와 VPC의 가상 개인 게이트웨이간에 VPN 연결을 만듭니다.,Amazon Cloudfront 배포판을 사용하여 온 프레미스 리소스에 가까운 콘텐츠 전달을 가속화합니다.,온 프레미스 데이터 센터와 AWS 간의 AWS 직접 연결 연결을 설정하십시오.,Amazon Cloudfront를 사용하여 온 프레미스 웹 서버를 통해 제공되는 정적 웹 컨텐츠에 대한 액세스를 제한하십시오.,0,5
