문제내용-영어,문제내용-한글,보기,진짜답,내제출답,비고
Which of the following are AWS compute services? (Choose two.),다음 중 AWS 컴퓨팅 서비스는 무엇입니까? (두 가지를 선택하세요.),"A. Amazon Lightsail
B. AWS Systems Manager
C. AWS CloudFormation
D. AWS Batch
E. Amazon Inspector","a,d","a,d",
"A company needs to report on events that involve the specific AWS services that the company uses.
Which AWS service or resource can the company use with Amazon CloudWatch to meet this requirement?","회사는 회사에서 사용하는 특정 AWS 서비스와 관련된 이벤트에 대해 보고해야 합니다.
이 요구 사항을 충족하기 위해 회사에서 Amazon CloudWatch와 함께 사용할 수 있는 AWS 서비스 또는 리소스는 무엇입니까?
","A. Amazon Inspector
B. AWS Personal Health Dashboard
C. AWS Trusted Advisor
D. AWS CloudTrail logs",d,d,
,"AWS Enterprise Support가 있는 회사는 월별 AWS 청구서를 이해하는 데 도움이 필요하며 청구 모범 사례를 구현하려고 합니다.
이러한 목표를 달성하기 위해 사용할 수 있는 AWS 도구 또는 리소스는 무엇입니까?
",,,,
,다음 중 모든 규모에서 일관된 한 자릿수 밀리초 성능을 제공하는 AWS 키-값 데이터베이스는 무엇입니까?,,,,
,"회사에서 새로운 Node.js 애플리케이션을 개발하고 있습니다. 애플리케이션의 인기가 높아짐에 따라 증가하는 수요를 충족하려면 애플리케이션에 확장 가능한 NoSQL 데이터베이스가 있어야 합니다.
어떤 AWS 서비스가 데이터베이스 요구 사항을 충족합니까?",,,,
,"회사에서 코드 코딩, 빌드, 테스트 및 배포를 위한 전체 개발 및 지속적 배포 도구 체인을 설정하려고 합니다.
이러한 요구 사항을 충족하는 AWS 서비스는 무엇입니까?",,,,
,고객이 AWS 계정에서 API 호출을 감사할 수 있는 서비스는 무엇입니까?,,,,
,"회사가 사무실을 이전하고 AWS에 대한 암호화된 연결을 설정해야 합니다.
이 요구 사항을 충족하는 데 도움이 되는 AWS 서비스는 무엇입니까?
",,,,
,"회사는 가능한 최저 비용으로 Amazon EC2 인스턴스에서 안정적이고 예측 가능한 성능을 필요로 합니다. 또한 회사는 적절한 리소스를 적시에 사용할 수 있도록 리소스를 확장할 수 있는 능력이 필요합니다.
이러한 요구 사항을 충족하는 AWS 서비스 또는 리소스는 무엇입니까?
",,,,
,회사가 AWS 클라우드 사용이 현지 규제 표준을 준수하는지 평가하는 데 도움이 되는 문서를 제공하는 조치는 무엇입니까?,,,,
