exam_category,exam_type,quiz_id,quiz_title,most_vote,correct,A,B,C,D,E,F,G,H,I
examtopics,CLF-01,72,소매 회사는 새로운 전자 상거래 플랫폼을위한 고도로 사용 가능한 아키텍처를 구축해야합니다.회사는 여러 가용성 영역에서 데이터를 복제하는 AWS 서비스 만 사용하고 있습니다.이 요구 사항을 충족하기 위해 AWS 서비스를 사용해야합니까?(2 개 선택.),ABCD,AB,아마존 EC2,Amazon Elastic Block Store (Amazon EBS),아마존 오로라,아마존 다이나 모드,아마존 레드 시프트,난,난,난,난
examtopics,CLF-01,73,AWS 클라우드의 어떤 특성이 사용자가 활용되지 않은 CPU 용량을 제거하는 데 도움이됩니까?,B,B,민첩,탄력,신뢰할 수 있음,내구성,난,난,난,난,난
examtopics,CLF-01,74,서비스 제어 정책 (SCP)은 다음 중 어느 것이 무엇인지 권한을 관리합니까?,C,C,가용 영역,AWS 지역,AWS 조직,가장자리 위치,난,난,난,난,난
examtopics,CLF-01,75,휴식시 데이터를 암호화하는 데 어떤 AWS 서비스를 사용할 수 있습니까?,D,D,Amazon Guardduty,AWS 방패,AWS 보안 허브,AWS 키 관리 서비스 (AWS KMS),난,난,난,난,난
examtopics,CLF-01,76,AWS 클라우드를 사용하면 어떤 특성이 있습니까?(2 개 선택.),BD,BD,모든 AWS 서비스에 대한 100% 서비스 수준 계약 (SLA),요구에 따라 조정되는 컴퓨팅 용량,코드 개발에 대한 AWS 지원,향상된 보안,비용과 복잡성이 증가합니다,난,난,난,난
examtopics,CLF-01,77,사용자는 Amazon S3에 객체를 저장하고 있습니다.사용자는 규정 준수 의무를 충족시키기 위해 객체에 대한 액세스를 제한해야합니다. 사용자는이 요구 사항을 충족시키기 위해 무엇을해야합니까?,BD,D,AWS Secrets Manager를 사용하십시오.,S3 버킷에 물체를 태그하십시오.,보안 그룹을 사용하십시오.,네트워크 ACL을 사용하십시오.,난,난,난,난,난
examtopics,CLF-01,78,"회사는 소스 형식에서 비디오 파일과 오디오 파일을 스마트 폰, 태블릿 및 웹 브라우저에서 재생하는 형식으로 변환하려고합니다. 어떤 AWS 서비스가 이러한 요구 사항을 충족합니까?",A,A,아마존 탄성 트랜스 코더,아마존은 이해합니다,AWS 접착제,아마존 재 인식,난,난,난,난,난
examtopics,CLF-01,79,다음 중 Amazon EC2 자동 스케일링의 이점은 무엇입니까?(2 개 선택.),AC,AB,응용 프로그램의 건강 및 가용성 향상,네트워크 대기 시간 감소,성능 및 비용을 최적화했습니다,데이터의 자동 스냅 샷,지역 간 복제,난,난,난,난
examtopics,CLF-01,80,회사에는 여러 부서가 있습니다.각 부서에는 자체 자체 AWS 계정이 있습니다.회사는 단일 송장의 모든 AWS 비용이 지불을 단순화하기를 원하지만 회사는 각 부서가 발생하는 비용을 알고 싶어합니다. 어떤 AWS 도구 또는 기능 이이 기능을 제공합니까?,B,B,AWS 비용 및 사용 보고서,통합 청구,저축 계획,AWS 예산,난,난,난,난,난
examtopics,CLF-01,81,회사는 구내에서 작업량을 운영합니다.회사는 AWS에서 대규모 응용 프로그램을 실행하는 비용을 예측하려고합니다. 회사 가이 정보를 얻기 위해 사용할 수있는 AWS 서비스 또는 도구는 무엇입니까?,A,D,AWS 가격 계산기,AWS 예산,AWS 신뢰할 수있는 고문,비용 탐색기,난,난,난,난,난
examtopics,CLF-01,82,회사는 배포 전에 인프라 용량을 추측 할 필요가 없도록하려고합니다.회사는 또한 회사가 자원을 사용함에 따라 클라우드 리소스에 예산을 지출하려고합니다. AWS 클라우드의 장점은 회사의 요구 사항과 일치합니까?,D,D,신뢰할 수 있음,글로벌 도달 범위,규모의 경제,유료 요금,난,난,난,난,난
examtopics,CLF-01,83,"어떤 AWS 서비스는 사용자가 AWS 인프라, AWS 서비스, API 및 도구를 데이터 센터, 공동 위치 환경 또는 온 프레미스 시설로 확장 할 수있는 기능을 제공하는 하이브리드 아키텍처를 지원합니까?",C,C,AWS 스노우 모빌,AWS 지역 구역,AWS 전초 기지,AWS Fargate,난,난,난,난,난
examtopics,CLF-01,84,회사에는 데이터 백업을 저장할 수있는 실제 테이프 라이브러리가 있습니다.테이프 라이브러리에는 공간이 부족합니다.회사는 테이프 라이브러리의 용량을 AWS 클라우드로 확장해야합니다. 회사는이 요구 사항을 충족하기 위해 어떤 AWS 서비스를 사용해야합니까?,D,D,Amazon Elastic Block Store (Amazon EBS),아마존 S3,아마존 탄성 파일 시스템 (Amazon EFS),AWS 스토리지 게이트웨이,난,난,난,난,난
examtopics,CLF-01,85,"온라인 소매 회사는 주로 공휴일에 1 년에 여러 번 계절별 판매 스파이크를 보유하고 있습니다.다른 시간에는 수요가 더 낮습니다.이 회사는 각 시즌에 대한 인프라 수요가 증가하는 것을 예측하기가 어렵다는 것을 알게되며, AWS 클라우드로 이동하는 이점은 회사에 가장 도움이 될 것입니까?(2 개 선택.)",BE,BE,글로벌 발자국,탄력,AWS 서비스 할당량,AWS 공유 책임 모델,유료 요금,난,난,난,난
examtopics,CLF-01,86,텍스트를 생생한 연설로 바꾸는 데 어떤 AWS 서비스가 사용될 수 있습니까?,A,A,아마존 폴리,아마존 켄드라,아마존 재 인식,아마존 연결,난,난,난,난,난
examtopics,CLF-01,87,Amazon VPC에서 인바운드 및 아웃 바운드 트래픽에 대한 정보를 캡처하는 데 어떤 AWS 서비스 또는 도구를 사용할 수 있습니까?,A,A,VPC 흐름 로그,아마존 검사관,VPC 엔드 포인트 서비스,Nat 게이트웨이,난,난,난,난,난
examtopics,CLF-01,88,회사는 데이터 센터간에 커뮤니케이션 대기 시간을 최소화하는 두 개의 Amazon EC2 인스턴스가 별도의 데이터 센터에 있는지 확인하려고합니다. 회사는이 요구 사항을 어떻게 충족시킬 수 있습니까?,B,B,EC2 인스턴스를 VPC 피어링 연결과 연결된 두 개의 별도의 AWS 영역에 배치하십시오.,EC2 인스턴스를 동일한 AWS 영역 내에서 두 개의 별도 가용 영역에 배치하십시오.,"하나의 EC2 인스턴스를 구내에, 다른 EC2 인스턴스를 AWS 지역에 배치하십시오.그런 다음 AWS VPN 연결을 사용하여 연결하십시오.",전용 대역폭을 위해 두 EC2 인스턴스를 배치 그룹에 배치하십시오.,난,난,난,난,난
examtopics,CLF-01,89,회사는 어떤 상황에서 IAM 역할 대신 IAM 사용자를 만들어야합니까?(2 개 선택.),BD,BD,Amazon EC2 인스턴스에서 실행되는 응용 프로그램이 다른 AWS 서비스에 대한 액세스가 필요할 때,회사가 개인을위한 AWS 액세스 자격 증명을 생성 할 때,회사가 휴대 전화로 실행되는 응용 프로그램을 만들 때 AWS에 요청을하는 응용 프로그램,회사가 IAM 그룹에 사용자를 추가 해야하는 경우,사용자가 회사 네트워크에서 인증을 받고 두 번째로 로그인하지 않고도 AWS를 사용할 수 있기를 원할 때,난,난,난,난
examtopics,CLF-01,90,회사가 자주 변경되는 데이터를 읽고 쓰는 데 어떤 AWS 서비스를 사용해야합니까?(2 개 선택.),BE,BD,아마존 S3 빙하,아마존 RDS,AWS 눈덩이,아마존 레드 시프트,아마존 탄성 파일 시스템 (Amazon EFS),난,난,난,난
examtopics,CLF-01,91,Amazon EBS의 암호화를 제공하는 데 사용되는 AWS 서비스는 무엇입니까?,C,C,AWS 인증서 관리자,AWS 시스템 관리자,AWS KMS,AWS 구성,난,난,난,난,난
examtopics,CLF-01,92,글로벌 엣지 위치를 사용하는 AWS 서비스는 무엇입니까?(2 개 선택.),BC,BC,AWS Fargate,아마존 클라우드 프론트,AWS 글로벌 가속기,AWS 파장,아마존 VPC,난,난,난,난
examtopics,CLF-01,93,회사는 제품을 건설하는 여러 공장을 운영하고 있습니다.회사는 낮은 대기 시간이 필요한 로컬 시스템 상호 의존성을 사용하여 데이터를 처리하고 데이터를 저장하며 응용 프로그램을 실행할 수있는 기능이 필요합니다. 회사가 이러한 요구 사항을 충족시키는 데 사용해야합니까?,C,B,AWS IoT Greengrass,AWS Lambda,AWS 전초 기지,AWS 눈덩이 가장자리,난,난,난,난,난
examtopics,CLF-01,94,다음 중 AWS 클라우드 아키텍처에 권장되는 설계 원리는 무엇입니까?,D,C,단단히 결합 된 구성 요소를 설계하십시오.,모든 응용 프로그램 기능을 처리 할 수있는 단일 응용 프로그램 구성 요소를 구축하십시오.,실패 가능성을 줄이기 위해 더 적은 반복에 큰 변화를 일으킨다.,워크로드를 분할하여 모 놀리 식 아키텍처를 피하십시오.,난,난,난,난,난
examtopics,CLF-01,95,회사는 구성 요소를 정기적으로 업데이트 할 수 있도록 AWS 워크로드를 설계하고 있으므로 작고 가역적 인 단위로 변경 될 수 있습니다. AWS가 잘 구성된 프레임 워크의 기둥은이 설계를 지원합니까?,C,B,보안,성능 효율성,운영 효율성,신뢰할 수 있음,난,난,난,난,난
examtopics,CLF-01,96,다음 중 인 바운드 및 아웃 바운드 액세스를 제어하기위한 인스턴스 레벨 방화벽 역할을하는 것은 무엇입니까?,B,B,네트워크 액세스 제어 목록,보안 그룹,AWS 신뢰할 수있는 고문,가상 개인 게이트웨이,난,난,난,난,난
examtopics,CLF-01,97,회사에는 1 년 동안 지속적으로 실행되는 워크로드가 있습니다.워크로드는 서비스 중단을 견딜 수 없습니다. Amazon EC2 구매 옵션은 가장 비용 효율적입니까?,A,A,모든 선행 예약 된 인스턴스,부분 선불 예약 인스턴스,전용 인스턴스,주문형 인스턴스,난,난,난,난,난
examtopics,CLF-01,98,어떤 AWS 서비스가 DDOS 공격으로부터 보호하는 데 도움이됩니까?,A,A,AWS 방패,아마존 검사관,Amazon Guardduty,아마존 형사,난,난,난,난,난
examtopics,CLF-01,99,"AWS 구성을 사용하여 AWS 리소스의 변경 사항을 녹음, 감사 및 평가하여 추적 성을 활성화하는 AWS가 잘 아키신 프레임 워크 기둥을 사용하는 예는 무엇입니까?",A,A,보안,운영 효율성,성능 효율성,비용 최적화,난,난,난,난,난
examtopics,CLF-01,100,서브넷 레벨에서 VPC 방화벽 역할을하는 AWS 도구 또는 기능은 무엇입니까?,B,B,보안 그룹,네트워크 ACL,트래픽 미러링,인터넷 게이트웨이,난,난,난,난,난
examtopics,CLF-01,101,애플리케이션을 해체하는 데 어떤 AWS 서비스를 사용할 수 있습니까?,B,B,AWS 구성,Amazon Simple Queue Service (Amazon Sqs),AWS 배치,아마존 간단한 이메일 서비스 (Amazon SES),난,난,난,난,난
examtopics,CLF-01,102,어떤 재해 복구 옵션이 가장 저렴한가요?,C,C,따뜻한 대기,다중 사이트,백업 및 복원,파일럿 라이트,난,난,난,난,난
examtopics,CLF-01,103,Amazon EC2 인스턴스가 중지되거나 종료되면 어떤 유형의 AWS 스토리지가 삭제됩니까?,B,B,Amazon Elastic Block Store (Amazon EBS),Amazon EC2 인스턴스 저장소,아마존 탄성 파일 시스템 (Amazon EFS),아마존 S3,난,난,난,난,난
examtopics,CLF-01,104,다음 중 AWS 계정 루트 사용자의 특성은 무엇입니까?,C,B,루트 사용자는 MFA (Multi-Factor Authentication)로 구성 할 수있는 유일한 사용자입니다.,루트 사용자는 AWS 관리 콘솔에 액세스 할 수있는 유일한 사용자입니다.,루트 사용자는 AWS 계정이 생성 될 때 사용할 수있는 첫 번째 로그인 ID입니다.,루트 사용자는 변경할 수없는 비밀번호가 있습니다.,난,난,난,난,난
examtopics,CLF-01,105,회사는 Amazon EC2 인스턴스에서 응용 프로그램을 호스팅합니다.EC2 인스턴스는 Amazon S3 및 AmazonDynamoDB를 포함한 여러 AWS 리소스에 액세스해야합니다. 권한을 위임하기위한 가장 운영적으로 효율적인 솔루션은 무엇입니까?,A,A,필요한 권한으로 IAM 역할을 만듭니다.EC2 인스턴스에 역할을 첨부하십시오.,IAM 사용자를 생성하고 응용 프로그램에서 액세스 키 및 비밀 액세스 키를 사용하십시오.,IAM 사용자를 생성하고 액세스 키 및 비밀 액세스 키를 사용하여 EC2 인스턴스에서 CLI 프로파일을 만듭니다.,필요한 권한으로 IAM 역할을 만듭니다.관리 IAM 사용자에게 역할을 첨부하십시오.,난,난,난,난,난
examtopics,CLF-01,106,다음 중 AWS 글로벌 인프라의 구성 요소는 무엇입니까?,B,B,아마존 알렉사,AWS 지역,Amazon Lightsail,AWS 조직,난,난,난,난,난
examtopics,CLF-01,107,VPC 내에 인터넷 게이트웨이를 갖는 목적은 무엇입니까?,B,B,VPC에 대한 VPN 연결을 생성합니다,VPC와 인터넷 간의 커뮤니케이션을 허용합니다,인터넷 트래픽에 대역폭 제약을 부과합니다,Amazon EC2 인스턴스를 통해 인터넷에서 균형 트래픽을로드하려면,난,난,난,난,난
examtopics,CLF-01,108,어떤 AWS 서비스가 사용자가 요청에 따라 AWS 인프라에 대한 보안 및 규정 준수 보고서를 다운로드 할 수 있습니까?,C,C,Amazon Guardduty,AWS 보안 허브,AWS 인공물,AWS 방패,난,난,난,난,난
examtopics,CLF-01,109,제약 회사는 단일 AWS 지역에서 인프라를 운영합니다.이 회사는 서로 연결하려는 다양한 AWS 계정에 수천 개의 VPC를 보유하고 있습니다. 회사가 관리를 단순화하고 운영 비용을 줄이는 데 도움을주기 위해 어떤 AWS 서비스 또는 기능을 사용해야합니까?,C,D,VPC 엔드 포인트,AWS Direct Connect,AWS Transit Gateway,VPC 피어링,난,난,난,난,난
examtopics,CLF-01,110,회사는 AWS 클라우드에 인프라 배포를 계획하고 있습니다.배치 전에 회사는 인프라 운영에 대한 비용 견적을 원합니다. 어떤 AWS 서비스 또는 기능 이이 정보를 제공 할 수 있습니까?,D,D,비용 탐색기,AWS 신뢰할 수있는 고문,AWS 비용 및 사용 보고서,AWS 가격 계산기,난,난,난,난,난
examtopics,CLF-01,111,AWS 서비스 서비스는 청구서 중앙에서 중앙에서 청구를 관리하고 AWS 계정에서 자원에 대한 제어 액세스를 허용하는 데 도움이됩니까?,B,B,AWS Identity and Access Management (IAM),AWS 조직,비용 탐색기,AWS 예산,난,난,난,난,난
examtopics,CLF-01,112,다음 중 Amazon Virtual Private Cloud (Amazon VPC) 리소스는 무엇입니까?,B,B,사물;액세스 제어 목록 (ACLS),서브넷;인터넷 게이트웨이,액세스 정책;버킷,여러 떼;역할,난,난,난,난,난
examtopics,CLF-01,113,회사는 특정 사용자가 AWS Management Console에 액세스 한 마지막 시간을 식별해야합니다. 어떤 AWS 서비스 가이 정보를 제공합니까?,B,B,아마존 코냑,AWS CloudTrail,아마존 검사관,Amazon Guardduty,난,난,난,난,난
examtopics,CLF-01,114,회사는 최신 Amazon Linux 2 Amazon Machine Image (AMI)를 사용하여 Amazon EC2 인스턴스를 출시했습니다. 시스템 관리자가 EC2 인스턴스에 연결하기 위해 어떤 작업을 수행 할 수 있습니까?(2 개 선택.),AD,AC,Amazon EC2 인스턴스 연결을 사용하십시오.,원격 데스크탑 프로토콜 (RDP) 연결을 사용하십시오.,AWS 배치를 사용하십시오,AWS Systems Manager Session Manager를 사용하십시오.,Amazon Connect를 사용하십시오,난,난,난,난
